gauge_id,q_mean,runoff_ratio,slope_fdc,baseflow_index,stream_elas,q5,q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,hfd_mean,geol_1st_class,glim_1st_class_frac,carbonate_rocks_frac,geol_porostiy,geol_permeability,p_mean,pet_mean,p_seasonality,frac_snow,aridity,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,gauge_lat,gauge_lon,elev_mean,area_gages2,area_geospa_fabric,soil_depth_pelletier,soil_depth_statsgo,max_water_content,sand_frac,silt_frac,clay_frac,water_frac,organic_frac,other_frac,frac_forest,lai_max,gvf_max,dom_land_cover_frac,dom_land_cover,root_depth_50,root_depth_99,ri_5,ri_10,ri_50,ri_500
2038850,0.887959,0.281926,1.290352,0.580267,2.186115,0.081404,2.557784,6.65,1.445652,43.15,12.507246,0,165.35,1,0.778359,0,0.0996,-15.8882,3.149615,2.889448,0.05776,0.065523,0.917397,23.75,1.193467,1,267.65,4.979535,4,37.41542,-78.63584,176.41,22,23.8,1.027027,1.5,0.701824,22.18412,30.804075,47.145138,0,0,0,0.93,5.39912,0.884415,0.661067,1,0.229664,2.264427,1001,2652,5311,15899
12048000,2.33486,0.488963,1.442567,0.679331,0.92818,0.628241,5.871636,1.15,1.15,1.85,5.285714,0,187.75,1,0.723005,0,0.1249,-13.4373,4.775127,2.517966,-0.832101,0.498198,0.527309,17.25,1.699507,1,215.7,5.051522,3,48.01426,-123.13268,1263.46,405.01,408.23,0.801926,1.112187,0.460562,45.437173,37.449061,15.559759,0,0,28.541888,0.9881,3.125671,0.734066,0.940292,11,0.16986,1.801785,4850,5900,8055,10894
3078000,1.902593,0.54217,1.954632,0.499639,1.852243,0.078785,6.575513,8.55,1.568807,100.3,12.157576,0,160.15,1,1,0,0.148,-15.9667,3.509217,2.437363,0.090453,0.194625,0.69456,17.15,1.075235,1,214.45,3.050498,4,39.70219,-79.13639,767.06,161.48,165.17,1.135135,0.96176,0.406716,43.035444,39.737478,17.281008,0,0,0,0.8405,3.958385,0.825048,1,2,0.19,2,2901,3658,5633,9070
4256000,2.267776,0.622837,1.336099,0.537304,1.260415,0.389431,7.340253,5.35,1.698413,27.35,7.704225,0,170.85,3,0.808324,0,0.0475,-13.9037,3.64104,2.193165,0.043951,0.279704,0.602346,15.1,1.10219,1,195.8,2.809182,3,43.74729,-75.33435,486.49,232.45,238.28,12.130326,1.234011,0.521346,59.005095,30.462463,9.244015,0,1.241961,0,1,5.202718,0.892598,0.822545,2,0.200647,2.070982,2991,3368,5291,8436
11476600,3.575647,0.739659,1.416918,0.445604,1.548019,0.023836,16.548862,58.9,11.326923,185.65,52.295775,0,132.75,1,1,0,0.19,-15.2,4.834185,2.326308,-1.182653,0.012011,0.48122,24.95,1.604502,1,263.05,8.131376,3,40.35125,-124.00393,478.69,71.85,72.28,1.025641,1,0.43,40.5,33.1,26.5,0,0,0,0.9966,4.941387,0.88898,1,11,0.17,1.8,4568,5861,8795,13451
1187300,2.002281,0.506829,1.57942,0.444723,0.66668,0.063524,6.851501,11.8,1.616438,92.3,11.395062,0,158.65,1,0.709479,0,0.1377,-14.8804,3.950608,2.280598,0.087363,0.201269,0.577278,21.15,1.181564,1,236.55,3.608696,4,42.03732,-72.93899,309.1,53.92,54.22,6.956522,1.239682,0.507236,47.012992,32.157305,11.509022,0,0,0,0.9932,5.397199,0.891264,0.867248,2,0.197965,2.053101,1665,2358,4639,8513
3471500,1.320338,0.386908,1.643507,0.630658,1.451605,0.283969,3.555782,3.6,1.6,5.6,6.588235,0,174.8,1,0.615496,0.384504,0.1484,-13.5244,3.412538,2.603604,0.105287,0.083871,0.762952,19.4,1.161677,1,238.25,3.805911,4,36.76039,-81.63123,1023.62,198.16,198.29,1.023256,1.22961,0.55455,33.536533,42.098512,24.256583,0,0,0,0.8219,4.603307,0.864491,0.864578,2,0.188646,1.932289,2895,3795,5959,9430
2212600,0.739886,0.219429,1.226147,0.355084,2.032106,0.003514,2.863623,25.95,2.55665,148.1,19.746667,0.014921,158.45,3,0.876014,0,0.01,-14.1,3.371873,4.017675,-0.097215,0.009024,1.191526,24.6,1.28125,1,274,5.552178,4,33.09985,-83.72351,159.45,187.96,189.79,1.058608,1.5,0.645229,37.534001,22.759559,35.600632,0,0,1.144469,0.927,5.511538,0.872864,0.905894,1,0.244256,2.361384,4537,5567,8927,14862
4196800,0.909436,0.340026,1.179781,0.265576,2.887291,0.003549,4.546566,49.85,3.972112,180.55,18.237374,0,166.25,4,1,1,0.06,-11.8,2.674605,2.454083,0.199795,0.099312,0.91755,21.2,1.239766,1,245.9,4.001627,4,40.92283,-83.34881,276.66,608.07,608.08,48.047472,1.5,0.687547,17.491806,44.51664,34.104707,0,0,3.758694,0.0048,1.814114,0.671311,0.96143,4,0.18,1.5,5170,6390,8037,10117
1365000,2.719211,0.645673,1.560803,0.554875,1.309946,0.270286,8.005366,5.3,1.558824,47.6,10.818182,0,165.75,1,1,0,0.19,-15.2,4.211436,2.302954,0.122174,0.20227,0.546834,19.4,1.172205,1,230.15,3.422305,4,41.86648,-74.4871,465.17,99.57,102.57,0.964706,0.692278,0.301408,26.218482,41.92431,12.991149,0,0,0,1,5.240054,0.902037,1,2,0.19,2,4322,6362,8560,13629
1491000,1.22952,0.372009,1.693093,0.55654,1.342325,0.10053,3.929064,6.3,2,77.95,14.045045,0,173.05,7,1,0,0.2365,-12.4235,3.305076,2.592456,0.081209,0.050026,0.784386,21.85,1.213889,1,255.55,4.375856,4,38.99719,-75.78581,18.54,292.04,291.8,48.529018,1.5,0.351415,33.002944,16.804711,8.065633,0,0,42.185043,0.2319,2.711639,0.758679,1,3,0.18,1.5,3934,4961,7681,12323
2017500,1.16911,0.386445,1.928962,0.511085,1.648595,0.08771,4.144516,14.5,2.566372,119.65,19.614754,0,171.4,1,0.691672,0.013889,0.1698,-15.1362,3.025298,2.59904,0.140471,0.090185,0.859102,21.15,1.191549,1,243.95,4.038907,4,37.50624,-80.10671,695.27,276.15,285.79,1.045767,0.999781,0.426828,44.354708,37.843912,17.766887,0,0,0,0.9349,4.914747,0.874631,0.983731,2,0.189837,1.991865,4317,5000,7217,9950
6468170,0.076612,0.058583,0.437508,0.34176,2.462769,0,0.360572,84.9,35.375,250.5,100.2,0.102943,217.3,7,0.997759,0,0.1609,-13.7404,1.307745,2.065572,0.920667,0.143379,1.579491,25.05,1.419263,1,301.35,8.476793,1,47.55805,-98.86289,516.41,2809.1,2833.13,46.112127,1.5,0.633831,44.458196,37.08154,17.05438,0.087974,0,1.511572,0.003,1.86435,0.645162,1,4,0.18,1.5,2448,3453,11526,26161
4185000,0.909733,0.351522,1.562498,0.429136,1.583625,0.041389,3.743445,24.6,5.178947,114.4,18.451613,0,163.5,1,0.543398,0,0.1254,-16.4001,2.587985,2.376226,0.225803,0.125203,0.918176,22.45,1.230137,1,252,4.235294,4,41.5045,-84.42967,250.64,1064,1064.22,43.707491,1.5,0.679546,30.047322,39.787657,28.273942,0,0,1.891014,0.2041,1.845925,0.680043,0.732979,4,0.18,1.5,5060,5908,7847,10309
3291780,1.510603,0.416831,1.243982,0.262182,1.409195,0,6.715149,33.55,1.874302,167.3,13.437751,0.073101,166.25,4,1,1,0.06,-11.8,3.624016,2.58425,0.079111,0.067369,0.71309,21.15,1.297546,1,251.7,4.373588,4,38.87811,-85.25718,249.83,71.41,71.52,23.681416,1.298368,0.582332,16.147031,47.886512,28.732207,0,0,7.201132,0.7056,2.905645,0.77558,0.822977,3,0.18177,1.588511,5349,7078,8543,11202
3368000,1.417023,0.40383,0.862611,0.20638,0.523777,0,5.927101,40.05,2.07513,194.85,12.861386,0.063655,168.05,4,1,1,0.06,-11.8,3.508962,2.566778,0.109334,0.067086,0.731492,21.45,1.194986,1,250.6,4.111567,4,39.07033,-85.48608,264.12,29.72,32.49,39.072727,1.5,0.700823,21.017181,52.106921,26.836668,0,0,0,0.6327,2.880449,0.784874,1,3,0.18,1.5,2590,3156,5423,9541
5057000,0.072715,0.053863,1.304323,0.503921,2.219447,0.002775,0.293236,29.5,16.857143,143.4,37.246753,0.000411,216.7,7,0.973593,0,0.1678,-13.6233,1.349992,2.020714,0.886216,0.162743,1.496834,23.95,1.442771,1,288.8,7.193026,1,47.43277,-98.0276,480.87,7582.46,8136.85,41.507408,1.5,0.610429,44.097668,34.058984,16.325999,0.562504,0,5.477163,0.0063,1.900719,0.638879,1,4,0.18,1.5,3087,4917,8749,15947
3140000,0.948224,0.325506,1.84492,0.43938,2.848067,0.021979,3.338611,15.9,1.827586,120.95,11.147465,0,166.6,1,1,0,0.12,-16.5,2.913079,2.442681,0.180956,0.089458,0.838522,21.55,1.242075,1,241.2,3.780564,4,40.36285,-81.86236,287.7,70.35,71.31,1,1.5,0.659264,17.967893,51.305547,23.552407,0,0,7.477576,0.7138,2.638644,0.75242,1,3,0.18,1.5,2647,3817,6832,14485
2112360,1.431191,0.416001,1.110225,0.753729,1.661488,0.440932,3.062688,1.35,1.038462,4.4,6.769231,0,177.85,3,1,0,0.01,-14.1,3.440353,2.860837,0.097201,0.053114,0.831553,22.5,1.187335,1,251.1,4.452128,4,36.31139,-80.80722,405.86,205.3,206.82,1.006431,1.26175,0.486765,34.815697,30.527744,25.407476,0,0,9.294032,0.8821,4.714338,0.865151,0.541914,2,0.187646,1.79959,5120,6215,8680,11966
2178400,2.865731,0.549718,1.299695,0.722337,2.050193,0.71159,6.624255,0.85,1.133333,7.5,6.521739,0,169.8,3,0.957112,0,0.0101,-14.0994,5.213092,2.812141,-0.077047,0.033836,0.539438,20.15,1.279365,1,236.65,4.184792,4,34.89037,-83.53044,797.91,151.28,152.12,1.004444,1.5,0.482739,37.232147,24.581871,14.895437,0.00097,0,23.251825,0.9777,4.961053,0.892713,0.871478,1,0.242289,2.348591,4627,5687,8473,13311
12115000,5.862041,0.813411,1.882323,0.589704,1.102682,0.713981,16.183574,2.95,1.735294,63.85,17.985915,0,161.05,5,0.7762,0,0.086,-12.7347,7.206738,1.977674,-0.734735,0.338944,0.27442,12.5,1.436782,1,188.3,4.859355,3,47.37011,-121.6251,900.07,102.8,111.01,0.80198,1.5,0.34891,28.898615,19.952892,6.54068,0.011846,0,44.738936,0.9948,4.282542,0.877437,1,11,0.17,1.8,4265,5261,7953,11717
1620500,1.63258,0.480366,1.492079,0.414733,1.983935,0.03992,5.46843,14.85,2.724771,116.9,32.472222,0,172.05,1,1,0,0.15,-15.9424,3.398616,2.527718,0.175857,0.123997,0.743749,22.25,1.275072,1,252.15,4.486655,4,38.33763,-79.24004,786.35,44.74,61.34,0.95,0.980108,0.415024,43.245418,40.577519,16.145309,0,0,0,0.9722,4.888811,0.871763,1,2,0.19,2,1607,1980,5109,12831
1057000,1.823551,0.510727,1.533232,0.474677,1.280681,0.078169,6.866097,13.85,2.429825,82.95,13.825,0,178.05,3,0.451111,0.077433,0.0251,-13.9903,3.5705,2.132744,0.079137,0.251158,0.597324,20.35,1.16954,1,239.3,3.747847,1,44.30399,-70.53968,215.59,190.92,197.7,3.759146,1.5,0.6171,69.006738,22.943292,7.817565,0,0,0,0.9415,5.362949,0.90551,0.532781,2,0.209186,2.073141,3183,3626,6223,9526
11124500,0.360269,0.175554,0.722059,0.4355,1.783523,0,1.520168,64.85,21.983051,227.45,74.57377,0.262423,149.25,1,0.974893,0,0.1937,-14.8934,2.05219,3.186566,-1.435461,0.023038,1.552763,21.75,2.071429,1,328.1,18.642045,3,34.59666,-119.90875,679.8,191.52,192.51,0.978799,0.574001,0.228136,37.364255,34.309397,21.166709,0,0,7.198954,0.7047,1.812017,0.569212,0.810058,10,0.167598,1.965919,3140,4541,10366,20517
11176400,0.256929,0.174046,0.426154,0.286167,2.821361,0,1.06951,108.2,28.473684,257.55,66.896104,0.420397,139.7,3,0.608202,0,0.0805,-14.531,1.476209,3.260672,-1.257795,0.016307,2.208814,26.1,1.562874,1,303.7,12.60166,3,37.56132,-121.68384,701.12,338.56,336.78,0.924125,0.610895,0.173686,26.794902,24.913441,14.71668,0,0,33.656154,0.353,1.419914,0.464354,0.719266,6,0.167193,2.203486,4405,6757,15507,31156
2077200,0.914962,0.279088,1.404977,0.343001,0.867385,0,3.076063,22.85,2.125581,148.05,17.115607,0.062423,161.45,3,1,0,0.01,-14.1,3.278397,2.860842,0.071189,0.048989,0.872634,23.25,1.223684,1,257.7,4.525022,4,36.39778,-79.19667,194,121.69,126.34,1.035714,1.5,0.479047,14.910439,10.790877,11.712658,0,0,25.726853,0.7114,3.740453,0.798287,0.549415,3,0.19639,1.80452,3973,5377,9653,16744
11143000,2.022256,0.712873,1.063882,0.532805,1.898954,0.150109,8.637359,35.6,8.376471,124.5,27.065217,0,144.6,14,0.590678,0.015888,0.0225,-14.1348,2.836768,2.582941,-1.358352,0.025438,0.910522,27.6,2.090909,1,303.1,12.655532,3,36.2458,-121.77329,764.03,120.61,121.32,0.664804,0.61606,0.246424,39.466343,21.923475,7.657061,0,0,3.894607,0.9458,3.256735,0.739471,0.805217,10,NaN,NaN,4263,5087,8374,12675
6280300,1.179793,0.604356,0.949788,0.609808,1.37519,0.197218,4.992068,28.55,10.196429,56.65,6.744048,0,257.85,1,0.786649,0,0.1387,-13.6275,1.952149,2.543966,-0.099937,0.666773,1.303162,15.95,1.276,1,235.8,4.244824,3,44.20828,-109.55489,3003.52,793.95,793.85,0.593583,1.455756,0.58749,53.548257,30.530388,16.273083,0,0,37.251561,0.5853,0.785631,0.337862,0.940016,5,0.122999,1.517995,5006,5806,7756,10286
2296500,0.705924,0.191814,1.232226,0.438323,3.754852,0.009936,3.312151,59.9,14.975,185.05,38.552083,0,252.1,7,0.919546,0,0.2675,-11.431,3.680246,3.507998,0.760374,0,0.953196,22.7,1.359281,1,256.8,5.910242,1,27.37504,-81.79647,31.23,886.4,892.24,48.47627,1.5,0.663467,86.162697,6.525734,4.37534,0,2.740059,0,0.1676,2.057904,0.631948,0.450248,3,0.173079,1.576743,3630,5900,9011,18299
12025700,4.835437,0.949755,1.810792,0.550484,0.925136,0.497368,17.095239,8.15,2.0375,91.9,24.837838,0,125.9,5,0.927643,0,0.0972,-12.6954,5.091246,2.046403,-0.756418,0.090577,0.401945,10.05,1.546154,1,182.95,4.846358,3,46.7726,-122.59401,556.37,103.3,105.48,1.005435,1.081469,0.464798,30.917862,45.767133,19.258761,0,0,4.255825,0.8684,4.30309,0.863015,0.616624,1,0.21933,2.169974,4309,5323,8063,11822
1022500,2.173062,0.602269,1.77628,0.554478,1.702782,0.204734,7.123049,3.9,2.294118,65.15,17.144737,0,166.25,2,0.590658,0,0.071,-14.2138,3.608126,2.119256,-0.11453,0.245259,0.587356,20.55,1.205279,1,233.65,3.662226,3,44.60797,-67.93524,92.68,573.6,620.38,17.412808,1.491846,0.626229,59.390156,28.080937,12.037646,1.226913,0,0.358472,0.9232,4.871392,0.863936,0.820493,1,0.237435,2.238444,6050,6825,8921,12157
12095000,2.658636,0.582939,1.607264,0.604888,1.103443,0.439775,7.167145,3,1.935484,41.3,9.386364,0,144.95,5,0.518343,0,0.1372,-13.3475,4.560746,2.4797,-0.633307,0.078232,0.543705,10.7,1.486111,1,184.55,4.654477,3,47.13955,-122.09261,757.39,205.84,233.35,3.172749,1.447864,0.431796,37.684423,23.964778,9.915341,0,0,28.51042,0.9717,4.377823,0.86764,0.515389,1,0.211552,2.099595,4336,5776,8036,11797
13235000,1.659956,0.646655,1.062178,0.700849,1.298638,0.487956,5.783966,9.1,9.1,0.55,2.2,0,234.7,2,0.960114,0,0.0215,-14.0367,2.566987,2.683581,-0.810878,0.677895,1.045421,21.25,1.551095,1,256.75,6.370968,3,44.08528,-115.62222,2075.34,1163.23,1158.47,0.440084,1.469988,0.594184,55.455357,19.021841,6.386315,0,0,20.237681,0.8604,1.435938,0.514688,0.667813,5,0.136882,1.596543,6020,7050,8727,11433
3165000,1.678934,0.457288,1.082308,0.699827,1.729931,0.527693,3.693849,2.9,1.183673,0.7,7,0,172.1,3,0.691696,0,0.0439,-14.8399,3.671502,2.665428,0.09184,0.075822,0.725978,21.3,1.227666,1,252.2,4.333333,4,36.64596,-80.91924,707.63,102,117.5,1.027933,1.292892,0.571359,35.530604,41.571506,22.992192,0,0,5.378247,0.8448,4.525086,0.83905,0.756916,3,0.182431,1.621542,3364,4805,7628,14087
14187000,3.480939,0.649903,2.276051,0.522205,1.622396,0.116201,12.669539,13.05,2.71875,123.8,32.578947,0,135,5,0.914413,0,0.099,-12.7001,5.356093,2.213854,-0.802367,0.089519,0.413334,12.35,1.452941,1,204.4,5.009804,3,44.37235,-122.62314,794.8,134.75,137.76,1.025424,1.323312,0.596231,30.174984,37.963951,31.987102,0,0,0,1,4.290818,0.866481,0.739719,11,0.190822,1.956168,4373,5561,8464,13581
6043500,0.938994,0.427139,0.759609,0.678758,0.97586,0.276916,3.586062,10.9,6.228571,0.05,1,0,246.25,1,0.296662,0.094636,0.1012,-14.4232,2.198333,2.689934,-0.068338,0.580824,1.223625,12.05,1.199005,1,213.75,4.098754,3,45.49743,-111.27051,2374.11,2120.42,2120.46,0.851195,1.480978,0.63832,41.279725,38.265366,19.380851,0,0,13.589528,0.7832,1.823212,0.608128,0.569777,11,0.149115,1.670933,6727,7541,9084,11346
6803510,0.273279,0.129828,0.718467,0.409176,1.834877,0.043195,0.518342,8.95,1.657407,40,6.349206,0,219.7,1,1,0,0.19,-15.2,2.104924,2.495444,0.686401,0.094048,1.185527,24.9,1.313984,1,282.5,6.036325,1,40.89311,-96.68155,373.26,113.28,118.28,28.746193,1.5,0.712617,17.898795,47.696841,34.350037,0,0,0,0,1.588086,0.619457,0.733867,4,0.164032,1.5,3311,7273,12098,30886
12147500,8.301802,1.038589,1.414773,0.627931,0.723173,1.379156,20.706366,1.9,1.151515,31.45,10.483333,0,140.7,5,0.990573,0,0.0893,-12.5153,7.993348,1.957544,-0.624961,0.159041,0.244897,9.7,1.437037,1,176.5,4.294404,3,47.71232,-121.78873,601.12,102.89,105.38,1.145833,1.430958,0.386061,31.716581,24.762452,8.956494,0,0,34.697078,1,3.769461,0.849293,0.875054,11,0.179996,1.874967,6726,8193,10174,13656
2299950,1.189068,0.30006,1.001783,0.353297,1.473667,0.05756,5.430283,39.3,4.115183,156.85,16.865591,0,263.75,7,1,0,0.22,-13,3.962772,3.522708,0.74986,0,0.888951,22.55,1.400621,1,268.25,6.77399,2,27.47365,-82.2112,33.67,174.27,176.8,49.35124,1.5,0.644985,91.975847,5.016383,3.006925,0,0,0,0.0572,1.58965,0.554885,0.470164,10,0.171798,1.654096,3210,4850,8089,15036
2327100,1.55017,0.371886,1.764021,0.338497,2.079626,0.016243,6.432277,40.9,7.175439,169.2,26.4375,0,198.25,7,0.970085,0.029915,0.2152,-12.9641,4.1684,3.268904,0.246854,0.000101,0.784211,22.75,1.453674,1,267.55,5.912707,2,30.12937,-84.49435,25.14,271.12,299.93,49.299287,1.5,0.851966,63.366264,4.726019,2.70281,0,29.356944,0,1,4.775806,0.857785,0.911987,12,0.196479,2.885583,3750,4680,7522,11673
11264500,1.940977,0.73511,1.621302,0.564777,1.260407,0.034504,9.096631,41.85,12.492537,149.3,47.396825,0,232.3,2,0.843699,0,0.0425,-13.8776,2.640389,3.047812,-1.196262,0.906327,1.154304,26.8,2,1,300.3,11.617021,3,37.73159,-119.55877,2632.87,467.98,472.3,0.602546,1.370662,0.492982,52.858762,23.752751,8.952673,0,0,79.417791,0.5769,0.793276,0.332696,0.52884,5,0.144509,1.679158,4240,5214,8565,14242
1510000,1.900061,0.548787,1.762527,0.504189,1.321721,0.127762,6.311435,9.2,2.021978,79.1,16.652632,0,164,8,0.836519,0.072008,0.1221,-16.0426,3.462294,2.24082,0.140558,0.237057,0.647207,16.2,1.109589,1,200.85,2.865193,3,42.54118,-75.89964,482.21,382.99,382.92,3.842697,1.171021,0.501643,25.245626,54.385182,16.088244,0,0,4.226268,0.9804,4.506815,0.867877,0.573828,2,0.185738,1.786914,5935,6731,8990,12113
11481200,2.958831,0.678144,1.545245,0.443372,1.435321,0.090528,12.692481,39.65,4.005051,161,32.525253,0,132.8,1,0.728373,0,0.1609,-14.7976,4.363131,2.368986,-1.109875,0.001637,0.542956,21.7,1.583942,1,253.4,7.713851,3,41.01096,-124.08173,285.23,105.4,106.84,1.304598,1.5,0.68293,30.183603,31.758341,36.405245,0,0,1.594074,0.9378,4.823458,0.915707,0.993617,11,0.170511,1.80383,7500,8663,11176,15085
1170100,2.171761,0.557636,1.595363,0.536997,1.433915,0.210379,7.203209,6.7,1.696203,62.15,9.207407,0,174.25,3,0.53844,0.318774,0.0416,-13.7095,3.894582,2.242787,0.065519,0.234654,0.575874,19.95,1.108333,1,226.35,3.373323,4,42.70342,-72.67065,325.71,106.99,109.26,3.654054,1.186325,0.491743,48.432411,40.004752,11.705966,0,0,0,0.997,5.384064,0.899812,0.858219,1,0.241493,2.343288,3490,4292,7191,12175
1440000,1.797091,0.506238,1.648028,0.589172,0.95312,0.16046,5.219322,3.6,1.636364,56.4,15.887324,0,159.85,1,0.844167,0.149522,0.1826,-14.227,3.549893,2.343016,0.107574,0.147767,0.660024,20.3,1.237805,1,242,3.928571,4,41.10667,-74.95222,234.2,167.72,171.56,4.186131,1.5,0.501853,32.953254,33.667249,11.140547,0,0.171201,21.43908,0.908,5.283249,0.896404,0.995338,2,0.189953,1.997669,2675,3040,5939,10798
11162500,0.882343,0.327767,0.756343,0.400733,2.334437,0.024698,3.844707,45.2,9.22449,196.15,35.663636,0,136.9,1,0.938586,0,0.1839,-15.0342,2.691979,3.447233,-1.329187,0.0002,1.280557,26.7,1.873684,1,298.7,12.419958,3,37.26078,-122.32886,349.51,118.87,119.2,1.668478,0.955352,0.387014,48.04841,31.456869,18.404405,0,0,2.078972,0.821,4.189347,0.863071,0.880546,11,0.175917,1.843363,4848,6252,12250,19728
3066000,2.430374,0.581602,1.834766,0.479959,1.275785,0.14276,8.445896,6.211198,1.787879,78.79799,10.692857,0,161.947368,1,0.679581,0.320419,0.1388,-14.2876,4.160378,2.450007,0.053702,0.222509,0.58889,13.6,1.101215,1,195,2.87187,4,39.12705,-79.46838,1072.01,222.79,225.23,1.315341,1.166316,0.505818,29.10392,45.170731,19.85206,0,0,5.955829,0.9532,4.164525,0.831258,0.893425,2,0.188934,1.946713,3612,4524,7248,12343
2152100,1.302559,0.345189,1.175151,0.654845,2.619208,0.252566,3.340186,4.1,1.261538,18.35,7.057692,0,172.8,3,1,0,0.01,-14.1,3.773462,3.109721,0.008168,0.030081,0.824103,23.15,1.342029,1,255.25,4.913378,4,35.49306,-81.68222,414.31,154.99,156.68,1.055794,1.5,0.605982,37.498,31.919959,23.759852,0,0,6.801984,0.9009,5.155633,0.890227,0.981944,1,0.248375,2.387361,5170,6340,9730,14667
13240000,2.579808,0.79202,0.915443,0.53089,1.273825,0.194838,12.956699,54.1,14.821918,148.85,21.729927,0,235.4,2,0.992832,0,0.0113,-14.1047,3.25725,2.43861,-0.753299,0.726533,0.748671,20.05,1.59761,1,252.3,6.692308,3,44.91361,-115.99722,1965.35,125.57,126.02,0.443925,1.207355,0.446119,64.267077,17.524451,6.410011,0,0,11.705815,0.8066,1.877884,0.596303,0.701138,5,0.134943,1.589658,1900,2161,4476,8757
9430600,0.390909,0.246025,1.065152,0.419681,2.709749,0,1.669404,53.25,12.383721,187.75,22.620482,0.091581,181.35,11,0.437927,0,0.0917,-12.6916,1.588898,4.261386,0.30485,0.212872,2.681976,28.8,1.556757,1,300.45,9.676329,2,33.16673,-108.64978,2126.66,190.52,190.68,0.647059,1.39411,0.583231,48.592422,18.667187,27.979362,0,0,4.813201,0.7126,1.552949,0.560349,0.585494,10,0.168193,1.88252,4457,6524,16836,50620
12054000,5.9004,1.03249,1.449134,0.600843,1.078078,0.940552,16.388408,3.25,1.413043,35.55,13.166667,0,150.25,1,0.556925,0,0.1457,-14.0037,5.714731,2.729507,-0.86955,0.37915,0.477627,16.5,1.755319,1,210.45,5.341371,3,47.68398,-123.01155,776.86,171.68,178.97,0.907407,1.200664,0.523432,39.252537,43.823899,16.971133,0,0,33.949428,0.9947,3.438601,0.785713,1,11,0.17,1.8,6646,7738,10284,12865
2046000,0.856972,0.262162,1.679152,0.442151,2.297505,0.015264,3.059491,15.75,2.423077,122.95,19.830645,0.000411,164.9,3,0.69959,0,0.0146,-14.046,3.268864,2.749041,0.130912,0.045373,0.840978,22.85,1.202632,1,260.15,4.572056,4,37.06709,-77.60249,86.64,288.52,290.88,1.181818,1.5,0.645465,30.895796,16.961971,29.712955,0,0,0,0.9359,5.264385,0.869971,0.897142,1,0.2428,2.307428,3980,5845,10287,21298
7142300,0.019338,0.010703,1.959085,0.612135,2.780577,0,0.048395,7.55,3.282609,122.95,39.031746,0.132786,204.1,7,1,0,0.2413,-11.8217,1.806745,2.832698,0.643004,0.086792,1.567846,25.1,1.283887,1,304.1,8.034346,1,37.87159,-98.87614,677.58,1819.94,1923.39,49.5319,1.5,0.647242,53.138766,30.588485,16.185475,0,0,0,0.0003,1.163821,0.487825,0.521781,5,0.148693,1.5,1061,1810,7146,33005
7195800,1.011695,0.288715,0.862588,0.529321,2.132385,0.185589,2.87983,8.65,2.982759,21.3,7.344828,0.002738,179.9,4,1,1,0.06,-11.8,3.50413,2.862758,0.142939,0.048236,0.816967,26,1.262136,1,278.1,5.595573,1,36.25548,-94.43394,371.07,38.23,38.58,1,1.5,0.713816,15.514295,52.921043,31.7116,0,0,0,0.2232,3.366412,0.774488,1,3,0.18,1.5,1900,3370,7778,19539
1052500,2.405105,0.644652,1.301062,0.4597,1.025555,0.305965,8.669019,14.1,2.517857,58.9,7.31677,0,197.2,1,0.497458,0,0.0711,-15.1658,3.730858,2.096423,0.152097,0.352698,0.561914,13.5,1.129707,1,193.5,2.896707,2,44.87739,-71.05749,615.7,383.82,396.1,1.301349,1.494807,0.615538,30.557666,52.614646,11.143326,0,0,5.675527,1,4.80083,0.880034,0.593588,1,0.225615,2.237435,6296,7997,9617,12364
1137500,2.379463,0.597226,1.390544,0.54171,1.406601,0.481715,7.501904,8.25,1.617647,17.3,7.061224,0,189.15,2,0.79158,0,0.01,-14.1,3.984192,2.144046,0.171648,0.301815,0.538138,15.5,1.280992,1,204.35,2.989759,2,44.26867,-71.63036,784.85,228.55,238.32,1.561097,1.198084,0.475732,53.800583,30.326244,8.728079,0,0,7.108573,0.9972,4.541468,0.865791,0.91161,1,0.244697,2.364644,6187,8397,11059,16765
11274500,0.127311,0.105525,0,0.230284,3.717805,0,0.415091,103.65,74.035714,293.85,150.692308,0.716222,144.473684,1,0.490086,0,0.1028,-14.6138,1.206446,2.74983,-1.308371,0,2.279281,26.7,1.810169,1,307.65,13.952381,3,37.31549,-121.12521,377.44,347.75,530.16,1.204489,0.823305,0.269381,28.99708,22.791977,20.197751,0,0,27.873815,0.3051,1.278519,0.47256,0.718144,6,0.156597,2.148212,4407,6259,56665,164772
3455500,3.300741,0.569036,1.323965,0.626332,1.53017,0.603679,8.64602,3.55,1.245614,21.55,7.696429,0,164.2,3,1,0,0.01,-14.1,5.80058,3.423765,0.06387,0.077431,0.590245,17.8,1.285199,1,230.7,4.012174,4,35.39611,-82.9375,1326.82,72.95,71.47,0.981481,1.5,0.63,50.532548,33.301575,16.050129,0,0,0,0.9922,4.431939,0.855384,0.665873,2,0.210048,2.133651,5275,6851,10150,16126
